timestamp_ms,accel_x,accel_y,accel_z,gyro_alpha,gyro_beta,gyro_gamma,activity,session_id
1903,-0.4133,-0.1096,9.7719,-2.6772,-0.7411,-2.8233,REST,0
1953,-0.0033,-0.5441,9.9926,-6.465,-4.5614,0.004,REST,0
2004,0.1317,-0.1368,10.1621,-0.2481,-2.1772,-1.7112,REST,0
2054,-0.0431,-0.6724,9.5542,3.6713,-1.5236,-2.9509,REST,0
2104,-0.1388,-0.1904,9.9778,3.3888,-1.7457,-0.6902,REST,0
2154,-0.2052,0.085,9.659,-1.3078,-0.2225,-0.9204,REST,0
2204,-0.5484,-0.9882,9.6166,-1.661,-2.3276,5.0699,REST,0
2254,-0.3485,-0.4944,9.9086,0.6639,1.9915,0.6586,REST,0
2304,-0.2873,-0.0828,9.8412,-2.5923,-0.4272,-3.3474,REST,0
2354,0.1275,-0.2724,9.2156,0.2427,-0.3977,-1.5795,REST,0
2404,-0.0811,-0.0811,10.0701,1.2421,-1.0452,1.8924,REST,0
2454,-0.6784,-0.3222,10.0439,2.2373,0.0735,4.225,REST,0
2505,-0.1,-0.0957,9.4843,-0.6973,1.6053,-3.8707,REST,0
2555,-0.3032,-0.1295,9.7735,-0.9364,-2.058,-4.5265,REST,0
2605,-0.3879,0.2758,9.8052,-2.4275,-1.5374,3.7194,REST,0
2655,-0.0286,0.0552,9.7452,-2.3187,-0.6963,0.4575,REST,0
2705,0.0889,0.1137,9.5245,-0.9977,-2.9273,-2.3098,REST,0
2755,0.0626,-0.061,9.4979,0.3128,-1.7074,0.7799,REST,0
2805,-0.43,-0.0476,9.6872,1.5224,-0.892,-6.1886,REST,0
2855,-0.2769,0.0018,10.0319,-2.2428,2.1388,-0.3732,REST,0
2905,-0.0914,0.2664,9.8657,2.8235,0.8506,0.3529,REST,0
2955,0.0966,0.0699,9.6204,-1.0379,0.7546,1.6802,REST,0
3006,-0.3018,0.2993,9.9516,-0.4661,2.2538,-2.5658,REST,0
3056,-0.2094,0.828,8.9499,-2.0373,0.1298,-0.1262,REST,0
3106,-0.4557,0.5175,10.0815,-5.6981,1.3378,-2.3277,REST,0
3156,-0.4682,0.2069,9.2854,1.6117,0.2948,0.2953,REST,0
3206,0.1079,0.6569,9.6841,1.322,1.1447,-2.209,REST,0
3256,0.2747,0.2261,9.4852,-0.8816,-0.6864,-1.1079,REST,0
3306,-0.1098,-0.2131,9.4494,-0.0768,-4.7397,-2.3701,REST,0
3356,0.2074,0.0897,10.1501,0.9511,0.3555,1.2853,REST,0
3406,0.0443,-0.1404,9.7072,-3.5799,3.8011,1.7747,REST,0
3456,-0.2205,0.2936,9.9479,-1.2635,2.7237,-0.5958,REST,0
3507,0.0788,0.4026,9.8502,1.6913,2.8195,0.0393,REST,0
3557,0.4258,0.8693,10.0089,-2.7715,3.4193,-3.1966,REST,0
3607,0.0028,0.4907,9.9083,0.6778,0.8936,-0.6337,REST,0
3657,0.4684,0.334,9.5384,-2.9087,1.126,-0.0498,REST,0
3707,-0.6859,0.6207,10.1868,1.1451,-0.6789,5.8609,REST,0
3757,0.2947,-0.2405,9.7789,0.0829,-0.0328,-2.3173,REST,0
3807,0.1053,0.4318,9.4898,-3.351,1.9948,3.3831,REST,0
3857,0.013,0.566,9.8134,2.8042,3.2612,2.3865,REST,0
3907,0.1375,-0.0823,10.3601,-1.3367,0.2737,0.8409,REST,0
3957,-0.4306,0.631,10.1835,-1.4677,-0.4466,4.1208,REST,0
4008,0.0776,0.3822,9.8523,0.789,0.5041,1.0969,REST,0
4058,0.2512,0.1455,9.8555,2.9051,1.7807,1.1586,REST,0
4108,0.576,0.4113,9.8654,-1.8294,-2.7668,0.2075,REST,0
4158,0.0267,0.8404,10.538,0.5653,-4.6935,3.0355,REST,0
4208,-0.0462,0.2245,10.0634,1.3939,-0.9074,2.7726,REST,0
4258,0.0466,0.2107,10.0756,1.9926,-2.4385,-1.0022,REST,0
4308,0.4489,-0.0209,10.2413,0.8697,-0.9294,-2.5171,REST,0
4358,0.2887,-0.1646,10.0161,-0.3159,-0.1967,-0.0533,REST,0
4408,0.0507,0.271,9.8721,-1.323,-0.9298,-1.3619,REST,0
4458,0.3437,-0.2364,9.8839,0.6895,3.2011,0.2602,REST,0
4509,0.2265,-0.0119,9.9121,-1.8603,0.6629,3.1211,REST,0
4559,0.4684,-0.2007,9.914,-5.934,0.5439,-0.6117,REST,0
4609,-0.0031,0.0327,10.1195,1.4441,1.1914,0.2927,REST,0
4659,0.0965,-0.0417,9.9208,2.4593,-2.7418,0.5042,REST,0
4709,0.0718,0.1228,10.1011,-4.7445,1.9926,2.2297,REST,0
4759,-0.2363,-0.3418,9.8625,-1.7877,-0.515,-4.5962,REST,0
4809,0.247,-0.3044,9.8955,1.7723,1.0747,-1.0066,REST,0
4859,0.2264,-0.5308,9.3019,4.9098,-2.8075,0.7715,REST,0
4909,0.1429,-0.4072,10.1055,0.3994,-3.9132,2.9231,REST,0
4959,0.0628,-0.201,9.9331,-1.2805,1.2628,-0.8253,REST,0
5010,-0.2819,-0.1161,10.1024,-0.1162,0.254,-3.8995,REST,0
5060,-0.0182,-0.6051,8.9989,3.2736,-2.5916,1.5625,REST,0
5110,-0.0121,-0.1196,10.3813,-1.2114,-2.5487,-1.23,REST,0
5160,-0.157,0.0031,9.7444,-1.5892,1.8172,-2.4821,REST,0
5210,0.0056,-0.2711,10.0808,-0.9351,-3.2938,-1.272,REST,0
5260,0.1467,0.1312,9.4667,-2.0135,2.9238,-0.3389,REST,0
5310,0.5442,-0.6154,9.9171,0.31,-2.6791,-1.2983,REST,0
5360,0.0473,-0.7485,9.4387,3.5704,0.7045,-4.8554,REST,0
5410,0.0529,-0.8962,9.5478,0.6628,-1.4197,1.9352,REST,0
5460,-0.0575,0.0257,10.2478,-0.6467,0.6388,2.7315,REST,0
5511,-0.591,-0.202,9.6486,-0.7765,-1.8713,1.3258,REST,0
5561,-0.078,-0.3899,9.7538,-3.6154,-1.0132,-2.644,REST,0
5611,-0.0699,-0.282,9.9284,1.726,-0.5407,-0.6168,REST,0
5661,0.5874,-0.6589,9.8163,-0.4269,-2.8064,-0.2189,REST,0
5711,-0.1709,0.3604,9.7134,-0.6896,1.0621,1.0833,REST,0
5761,-0.0464,-0.2664,9.7683,6.6977,-1.6585,1.2087,REST,0
5811,-0.1534,-0.2477,10.335,0.2981,-0.99,-1.9025,REST,0
5861,-0.4826,-0.0487,9.643,-2.0423,-2.6285,-0.1303,REST,0
5911,0.1542,-0.0889,9.7136,-1.3526,-6.0285,0.6744,REST,0
5961,0.0355,-0.1309,9.9508,2.089,-0.759,2.8528,REST,0
6012,0.0386,-0.3833,9.9667,-0.208,5.0243,1.1842,REST,0
6062,-0.4439,0.0029,9.9912,-3.6374,1.5001,1.3573,REST,0
6112,0.1985,0.4316,9.8405,1.5367,-0.2092,-0.2041,REST,0
6162,-0.5902,0.316,9.3456,-1.9641,-0.6847,2.7077,REST,0
6212,-0.0353,0.4204,10.128,3.6223,0.0044,0.5023,REST,0
6262,0.4134,-0.1336,9.3558,1.8762,1.2204,-2.2943,REST,0
6312,-0.4761,-0.2324,9.7686,-1.481,-2.5195,2.6899,REST,0
6362,-0.3546,0.0443,9.4807,2.3282,2.5907,1.1434,REST,0
6412,-0.1638,0.1293,9.6829,-0.3301,1.7729,-1.3582,REST,0
6462,-0.327,0.4534,9.8027,1.4111,1.8374,-1.4269,REST,0
6513,-0.613,-0.2947,9.8112,0.6194,1.2783,0.2949,REST,0
6563,-0.151,0.6383,9.8505,-2.2875,0.4107,0.6786,REST,0
6613,-0.4578,0.1949,10.196,-1.8166,1.8989,0.1134,REST,0
6663,-0.0166,0.147,9.8834,1.893,1.7683,0.3866,REST,0
6713,-0.3943,0.0083,9.7007,-1.0786,-0.2684,3.4662,REST,0
6763,0.3105,-0.1487,10.0519,-1.1967,-0.7113,2.1104,REST,0
6813,-0.3285,0.5657,10.1281,-2.3741,0.8107,0.2011,REST,0
6863,-0.1841,0.3736,9.4646,0.697,4.0258,1.883,REST,0
6913,0.1497,0.0071,9.9888,4.3424,-2.0815,-2.4277,REST,0
6963,-0.4062,0.018,10.0309,-2.5024,-2.5625,0.7524,REST,0
7014,0.0191,0.2959,9.7641,-0.0581,1.0449,3.8914,REST,0
7064,0.3388,0.8636,10.2452,3.0389,0.8054,-0.5341,REST,0
7114,-0.4598,0.3268,9.8301,-0.1994,1.0805,-1.8841,REST,0
7164,0.0597,-0.0212,9.9189,1.0151,1.2361,-1.4187,REST,0
7214,0.0983,0.3279,9.8463,-2.2734,0.2032,-2.3461,REST,0
7264,0.2618,0.3143,9.9095,1.0495,3.9614,-1.6407,REST,0
7314,-0.2864,-0.3735,9.6077,-0.2619,-2.8542,-0.6953,REST,0
7364,-0.2932,0.3544,9.5202,2.3598,-1.1759,-2.9393,REST,0
7414,0.2386,0.29,10.3777,2.8434,0.3935,0.2193,REST,0
7464,0.1909,0.532,9.701,5.9663,-3.0252,2.2005,REST,0
7515,0.1923,0.8345,9.6664,1.5805,0.1674,-1.7528,REST,0
7565,0.2326,0.6094,9.3458,1.0558,4.1698,3.6136,REST,0
7615,-0.0424,0.1937,9.7735,0.7977,0.5167,1.4198,REST,0
7665,0.2243,-0.0679,9.5845,-0.3787,0.9308,2.5859,REST,0
7715,0.2514,0.9334,10.4161,1.168,-2.3998,-1.1086,REST,0
7765,-0.022,0.1988,10.2393,-0.2048,-1.0371,2.236,REST,0
7815,0.7078,0.1541,9.763,0.834,-0.5626,-2.0315,REST,0
7865,0.3239,0.1102,10.5842,3.3769,-0.4943,2.3411,REST,0
7915,-0.1379,0.1383,10.2252,-1.7252,2.9646,0.7694,REST,0
7965,0.3824,0.0076,9.855,3.0041,1.311,1.6143,REST,0
8016,-0.073,-0.1477,9.2407,3.3974,-2.4226,-2.1865,REST,0
8066,0.4201,-0.1754,10.5755,0.2395,0.5032,-1.5698,REST,0
8116,0.5223,-0.0666,9.5375,-4.1733,0.9956,1.7098,REST,0
8166,-0.0352,-0.2442,9.4575,-0.8506,2.3473,-1.6971,REST,0
8216,0.4596,-0.3255,10.1953,3.328,3.2568,1.3987,REST,0
8266,0.2991,-0.1291,10.582,0.4086,-2.5113,-2.6406,REST,0
8316,0.406,-0.262,10.2757,-1.7589,-2.1174,2.2177,REST,0
8366,0.6979,0.2003,10.0346,-0.6936,-3.1531,-2.378,REST,0
8416,0.0877,-0.9916,10.0313,2.2404,-0.9511,1.5279,REST,0
8466,-0.0662,0.0297,10.0913,1.5649,0.5432,1.666,REST,0
8517,-0.117,0.0486,10.0521,-0.1954,1.6466,-1.2687,REST,0
8567,-0.1101,-0.903,9.9053,-0.5111,-0.7313,1.5172,REST,0
8617,0.0821,-0.438,9.8426,-0.6026,-1.3022,0.7804,REST,0
8667,0.1838,-0.4629,9.7827,-1.8086,-0.2943,-1.0089,REST,0
8717,0.1496,-0.7672,9.5759,3.7341,-2.4902,-2.0746,REST,0
8767,0.287,-0.6021,9.6954,-0.5706,3.9244,-4.2069,REST,0
8817,0.0419,-0.7036,9.2872,2.7735,-4.2239,0.8458,REST,0
8867,0.4278,0.0928,9.7213,3.399,-0.2898,-3.4009,REST,0
8917,-0.0708,-0.138,9.4601,2.2044,3.752,0.2163,REST,0
8967,0.7473,-0.0429,9.4165,-0.9855,-0.6832,-0.6083,REST,0
9018,0.1433,-0.1928,9.7651,0.8085,-1.1091,1.4304,REST,0
9068,-0.2891,-0.7039,10.0944,-0.176,-1.4649,-0.7627,REST,0
9118,-0.3659,-0.5245,9.9525,-2.1531,-1.0576,-0.8568,REST,0
9168,0.0527,-0.2275,9.2472,0.5077,2.3824,1.4454,REST,0
9218,-0.1607,-0.6908,9.4023,-2.8391,-5.4761,0.5409,REST,0
9268,0.0869,-0.1303,9.9363,2.3303,2.7961,0.4694,REST,0
9318,0.0054,-0.3761,9.3924,-1.34,-3.6731,0.7781,REST,0
9368,-0.1606,-0.3901,9.6002,0.0919,-1.0857,-3.6587,REST,0
9418,-0.3894,-0.0603,9.8138,0.2426,-1.3983,1.3604,REST,0
9468,-0.5872,-0.1072,9.3865,-0.9773,0.8896,1.0213,REST,0
9519,-0.2977,-0.303,9.6862,0.8591,-3.8693,-2.582,REST,0
9569,0.0589,0.1538,9.2834,-1.4969,0.7179,-0.8987,REST,0
9619,-0.1277,-0.441,9.4899,1.4477,4.2115,-0.4618,REST,0
9669,-0.5418,0.0678,9.7503,-3.4437,-3.1822,-0.682,REST,0
9719,-0.1484,0.0958,9.2184,-0.2142,0.2944,0.3407,REST,0
9769,-0.0913,-0.122,9.7925,3.7676,-1.5182,2.7506,REST,0
9819,-0.4475,0.0912,9.6695,-2.7007,0.9367,1.9799,REST,0
9869,-0.1562,-0.3152,9.8365,-1.9891,0.1035,-3.2853,REST,0
9919,-0.1806,0.3288,9.7523,0.6383,-1.2887,0.9747,REST,0
9969,-0.5131,0.0527,10.0803,-0.0876,1.2561,2.5375,REST,0
10020,-0.0875,-0.0083,9.743,0.3021,4.2111,0.4755,REST,0
10070,-0.0239,0.4643,9.598,0.6239,-0.1215,2.0383,REST,0
10120,0.1306,0.0045,9.7635,0.9646,1.9365,4.0816,REST,0
10170,0.1319,-0.163,9.893,2.0335,-2.4403,1.9259,REST,0
10220,-0.5381,-0.1767,9.7667,0.5208,-1.6506,0.2438,REST,0
10270,-0.4029,0.4547,9.7769,-0.8816,1.5381,2.0185,REST,0
10320,0.017,-0.0499,9.5818,1.1616,3.8051,0.0643,REST,0
10370,0.0307,0.8212,9.6059,3.8968,1.3595,-0.1737,REST,0
10420,0.046,-0.2345,9.4119,-0.5373,-0.0789,-0.9695,REST,0
10470,0.9963,0.8394,10.3078,-2.3502,0.6361,3.2746,REST,0
10521,0.0937,0.4366,9.4827,2.2703,-2.0903,-1.9328,REST,0
10571,0.2687,0.3606,9.6499,-0.3879,2.0084,3.2727,REST,0
10621,0.2351,0.2423,9.6554,-4.8598,2.6321,1.0357,REST,0
10671,0.1679,0.5107,10.1194,1.8281,-0.2964,-3.1074,REST,0
10721,-0.0851,0.3894,9.798,-1.1699,-0.3342,0.8151,REST,0
10771,0.2332,0.7068,10.2412,-0.1473,1.2812,-4.5786,REST,0
10821,-0.1782,0.4246,9.7138,0.8258,-0.2736,1.4524,REST,0
10871,-0.011,0.4265,9.9903,0.5574,0.5272,2.0581,REST,0
10921,-0.0639,0.2714,9.6872,1.7408,5.2724,-1.1592,REST,0
10971,0.1111,0.3431,10.5299,-0.7377,0.0849,0.4481,REST,0
11022,0.7517,0.4283,9.6038,1.3879,-0.1896,4.5064,REST,0
11072,-0.4046,-0.1563,10.0292,-0.2753,-0.8601,-0.8761,REST,0
11122,0.3242,-0.077,10.125,1.9554,2.1631,-2.0656,REST,0
11172,-0.3068,0.4842,10.0674,1.7156,0.0844,3.5491,REST,0
11222,0.0242,0.2973,9.9025,-1.6672,-0.992,4.6303,REST,0
11272,0.4716,0.1695,9.9198,2.8059,3.2936,0.3415,REST,0
11322,0.1938,0.196,9.9689,-0.7397,3.457,2.5768,REST,0
11372,-0.1183,0.2564,9.9149,2.2365,-1.0425,3.3182,REST,0
11422,-0.0105,-0.025,10.2241,1.2825,-3.8856,-1.2539,REST,0
11472,0.3849,-0.1257,10.5703,4.5305,2.378,-0.6785,REST,0
11523,-0.0066,0.1125,9.7912,0.0032,-1.4053,3.1037,REST,0
11573,0.2603,-0.2514,9.5586,-0.2693,1.7789,4.1064,REST,0
11623,0.2127,0.1016,9.9112,0.457,-4.3564,1.6381,REST,0
11673,0.0161,-0.5245,10.6511,-0.1706,1.88,-1.5385,REST,0
11723,0.796,0.2056,9.6956,2.2491,-2.8091,4.7629,REST,0
11773,0.3688,0.0156,10.3705,-3.0777,1.4034,-0.7856,REST,0
11823,-0.3816,-0.0783,10.3715,-1.8546,-0.231,-0.3665,REST,0
11873,0.2303,0.0931,9.7361,-1.9039,-2.4172,1.1093,REST,0
11923,-0.0159,0.2536,10.0392,2.5141,-1.2677,3.7579,REST,0
11973,0.398,0.0423,10.324,4.1618,1.0869,2.1975,REST,0
12024,-0.0738,-0.7843,9.7496,0.1405,-0.2374,1.2089,REST,0
12074,0.1036,-0.6521,9.7861,-0.0322,0.7715,1.2906,REST,0
12124,0.2636,-0.4915,9.6673,0.4597,3.7941,0.3402,REST,0
12174,0.3502,-0.3296,9.5329,2.8257,-4.0309,1.4436,REST,0
12224,-0.2435,-0.2096,9.622,-1.8087,2.9374,-5.3799,REST,0
12274,-0.0171,-0.5727,9.4479,0.7159,-0.417,-0.4993,REST,0
12324,-0.0729,-0.3293,9.7871,2.2955,-2.645,0.651,REST,0
12374,-0.1399,-0.6021,9.5491,1.2099,-3.6103,-2.4462,REST,0
12424,0.52,-0.5679,9.8177,0.4812,-1.1103,0.9012,REST,0
12474,0.1215,-0.7935,9.3045,2.2225,1.3282,-0.4337,REST,0
12525,-0.3626,-0.6581,9.8212,-5.9709,-0.9798,3.843,REST,0
12575,0.2299,-0.7748,9.951,1.4236,2.631,3.4065,REST,0
12625,0.5498,-0.6633,9.149,-1.55,-3.8751,-1.1136,REST,0
12675,0.2277,-0.0856,9.8025,-4.181,-0.6928,-0.4547,REST,0
12725,-0.5034,-0.6342,10.0329,0.9298,-3.3999,-0.3186,REST,0
12775,-0.2294,0.3838,9.3427,2.7874,0.1819,-1.1814,REST,0
12825,0.2457,-0.1972,10.1429,-0.575,1.3643,0.211,REST,0
12875,-0.3215,-0.2631,9.7862,1.7879,-1.4766,-1.915,REST,0
12925,-0.0125,-0.5322,9.4668,3.2051,-6.24,-2.7609,REST,0
12975,0.0678,-0.0706,9.645,2.5201,-0.029,1.0718,REST,0
13026,-0.4198,-0.4006,9.8145,3.2073,0.5419,1.0645,REST,0
13076,-0.1868,-0.1761,9.6781,1.2073,0.5215,-2.1098,REST,0
13126,-1.0863,0.5374,9.8076,-0.2809,2.4047,1.6123,REST,0
13176,-0.4728,-0.1742,9.4,-3.9892,-2.6141,-1.7614,REST,0
13226,-0.2624,0.2078,9.7074,-1.0206,1.297,0.1735,REST,0
13276,-0.5454,-0.2767,9.2675,-2.3451,2.4839,1.4128,REST,0
13326,0.2583,-0.0547,9.6366,4.2792,-3.9916,-0.4714,REST,0
13376,-0.6004,0.486,9.4202,-0.8868,0.6861,0.6005,REST,0
13426,-0.3228,-0.1501,9.4739,-0.2279,-1.0646,-1.5353,REST,0
13476,-0.1611,0.568,10.0335,0.719,-0.0735,-0.8276,REST,0
13527,0.2093,0.2933,10.0014,-0.3897,0.9313,-0.8414,REST,0
13577,-0.5914,-0.0286,9.8758,3.2558,-0.8463,-2.0211,REST,0
13627,0.1428,0.3388,9.4095,-1.8271,-1.2035,-0.7547,REST,0
13677,-0.1722,0.4657,9.6376,-0.0096,0.4135,-3.7571,REST,0
13727,-0.4407,0.3975,10.0773,-2.0482,-2.001,-1.4123,REST,0
13777,-0.026,-0.1879,9.7893,-3.2926,-1.9482,-0.9376,REST,0
13827,-0.088,0.0746,10.4115,-1.7052,1.9814,-0.8511,REST,0
13877,-0.299,0.2331,9.885,-0.4088,-1.9982,-0.7931,REST,0
13927,-0.0976,0.3034,9.8416,-1.2372,2.0333,-0.3701,REST,0
13977,-0.2103,0.5174,9.7145,-1.7793,1.619,0.85,REST,0
14028,-0.0551,0.4101,9.8517,-3.311,-3.1662,1.7502,REST,0
14078,0.1147,0.0003,9.7847,-0.3595,-0.8358,-1.5708,REST,0
14128,0.3902,0.4917,10.0387,-3.4452,3.3011,-2.7549,REST,0
14178,-0.3833,0.5642,10.121,1.5803,-1.4705,-2.366,REST,0
14228,0.578,0.5549,9.6455,0.1331,-0.325,-1.1104,REST,0
14278,-0.5483,0.7026,9.5047,-3.2108,1.7165,-0.7776,REST,0
14328,-0.0266,0.6322,9.3747,-0.6405,2.4212,-1.6621,REST,0
14378,0.1981,0.5229,10.0418,-1.5712,0.1368,-2.7846,REST,0
14428,0.1293,0.3673,9.6006,0.8288,-0.6373,-0.9022,REST,0
14478,-0.1069,-0.0885,9.316,3.1177,3.7882,0.5341,REST,0
14529,0.0255,0.4835,10.0359,-3.9159,4.4612,1.4767,REST,0
14579,-0.0386,0.4052,10.6325,0.5017,2.7608,-1.0274,REST,0
14629,-0.0507,0.4042,9.9392,-0.0664,0.762,-0.6799,REST,0
14679,0.3662,-0.0507,10.1811,1.7978,-1.2413,-1.782,REST,0
14729,0.2413,-0.0197,9.9735,0.8224,-1.3318,0.2135,REST,0
14779,-0.0408,0.5519,9.926,-1.2712,1.5993,-1.56,REST,0
14829,0.4159,0.2179,10.2131,-0.292,1.3212,1.5888,REST,0
14879,0.2595,0.3901,9.8753,-1.3177,3.4322,-3.5821,REST,0
14929,0.4091,0.1759,10.0312,2.821,1.7249,-0.4281,REST,0
14979,0.3645,0.1436,10.0449,0.5174,-3.07,1.0389,REST,0
15030,-0.0387,0.3644,9.7652,4.6662,2.4922,0.7913,REST,0
15080,0.0403,-0.0773,10.2263,0.3594,-2.0782,6.319,REST,0
15130,0.4086,0.0591,9.8947,-1.0601,-0.7884,1.1683,REST,0
15180,0.3709,-0.1325,9.7261,-2.8302,0.5452,-1.8089,REST,0
15230,0.1932,-0.1599,10.081,-3.4692,4.3236,0.1881,REST,0
15280,0.2295,-0.1597,9.6714,-2.9935,6.7138,-3.5145,REST,0
15330,0.5504,-0.0453,9.922,1.0693,1.1467,0.208,REST,0
15380,0.0215,-0.275,9.9019,1.5871,-0.6497,-1.4584,REST,0
15430,0.3334,0.1782,10.1982,-3.028,0.8725,2.3743,REST,0
15480,0.1153,-0.4549,10.016,2.3988,1.5951,-0.8652,REST,0
15531,0.1013,-0.2862,9.8644,-0.6571,-1.1148,0.0676,REST,0
15581,0.459,-0.3847,10.0882,0.7012,3.4917,-1.0956,REST,0
15631,0.3703,0.1179,10.2359,3.8949,0.0035,4.1039,REST,0
15681,0.3538,-0.2556,9.9899,2.2881,0.5515,-0.4547,REST,0
15731,0.4774,-0.0427,9.8236,-0.3111,0.8848,4.2553,REST,0
15781,0.1027,-0.766,9.4401,-1.7185,0.315,1.9848,REST,0
15831,0.272,-0.2909,9.496,-4.5314,1.2057,1.2226,REST,0
15881,-0.0222,-0.1294,9.6957,-1.4206,-2.0204,0.9405,REST,0
15931,0.1385,-0.3654,9.5976,-0.3452,-1.908,0.9618,REST,0
15981,-0.006,-0.097,9.7033,-2.0957,-3.1122,-4.18,REST,0
16032,0.0401,-0.544,9.7592,-0.2565,0.2684,-0.5877,REST,0
16082,0.1619,-0.0053,9.88,0.1573,1.0139,1.8499,REST,0
16132,-0.2514,0.2462,9.7008,-0.5504,0.3115,-0.1522,REST,0
16182,0.5462,-0.4936,9.8463,-1.5293,2.9978,-3.1708,REST,0
16232,-0.3385,-0.5083,9.7184,0.229,-0.6835,-0.2289,REST,0
16282,-0.4134,0.0349,9.1383,0.7886,0.8202,3.6021,REST,0
16332,0.2347,0.0846,9.4204,-2.6228,-3.0276,2.564,REST,0
16382,0.1167,-0.4869,9.636,2.8417,-1.4475,-0.3463,REST,0
16432,0.0552,-0.4383,9.3316,-0.5157,0.969,1.8541,REST,0
16482,0.0427,-0.3773,9.8333,-0.2915,1.3458,-1.0727,REST,0
16533,-0.1492,-0.6502,10.0901,1.1935,-1.1258,-4.0401,REST,0
16583,-0.4085,-0.5043,10.0,0.1198,-0.5898,-2.3484,REST,0
16633,-0.1463,-0.4995,9.5973,1.678,-3.7215,3.1032,REST,0
16683,-0.3661,-0.403,10.0741,0.1904,-1.1145,-0.9558,REST,0
16733,0.0889,-0.1659,9.699,-1.8077,1.6855,-0.9037,REST,0
16783,-0.2315,-0.0576,9.5649,0.3196,1.0499,-1.0402,REST,0
16833,-0.4261,0.3449,9.4905,-3.0036,0.9453,3.7992,REST,0
16883,-0.2881,-0.3341,9.5817,-0.2565,0.0141,3.1808,REST,0
16933,-0.0841,0.2562,9.563,-0.5725,-0.0185,4.4818,REST,0
16983,-0.3577,-0.0441,9.7257,-0.9575,-1.425,-0.7496,REST,0
17034,-0.4286,0.0371,9.7302,-0.7787,1.6266,0.2536,REST,0
17084,-0.1271,0.2746,9.6943,-4.6285,1.0761,-3.7273,REST,0
17134,-0.1222,-0.1946,9.8249,-1.6843,1.292,2.8676,REST,0
17184,-0.3268,0.26,10.0459,-0.2578,-0.8897,-2.9387,REST,0
17234,-0.3093,0.2314,9.989,-0.0917,-4.4139,0.1222,REST,0
17284,-0.1036,0.3532,9.3187,-2.6822,2.7906,-2.7512,REST,0
17334,-0.5639,0.3251,9.0312,2.3885,-0.6261,-1.6123,REST,0
17384,-0.5411,0.9586,10.0202,-2.2732,-1.4236,-2.1361,REST,0
